,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
RIL182_01963,11145.523,9303,5859,8947.165,10058.11,4488,5683,5487,8830,833,596,587,348,528,267,1319,385,320,12244,10019.82,10913.747,12347.472,10954,7545,9070,14687,12781,5486,3640,5220,809,1320,1721,68,84,97,52,25,48,1053,868,1211.733,2877,1896,2381
RIL182_01964,1722,1388,569,1322,1324,670,486,591,837,200,102,111,195,119,111,388,145,178,1616.109,1374,1959,1606,1050,1205,1553,1804,1814,799,469,729,60,101,214,39,25,35,24,48,17,347,440,556,1436,1566,1417
RIL182_01965,3920,3073,3051,2987,3609,2317,2039,1615,2521,377,344,227,521,294,240,901,454,470,5004,4149,5688,4792,4720,4666,2838,4080.2,3103,2001,1648,1629,199,300,507,23,27,20,81,98,43,2426,1739,2510,2071,1796,2057
"fig|536231.75.peg.2074   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_01966,497,385,313,515,327,1354,639,649,1193,105,97,53,69,39,24,321,150,18,282,309,448,744,497,438,348,419,439,438,174,237,24,27,24,10,23,9,4,25,0,151,130,182,404,227,295
RIL182_01967,2383,1854,1394,594,389,811,389,499,574,49,46,50,31,46,32,29,17,0,349,200,262,459,286,402,130,453,584,313,171,246,84,60,109,17,23,10,13,10,0,89,67,43,544,474,426
RIL182_01968,3283.386,2893.096,1669,3409.709,2261.151,2380,2513.262,2265.606,4135.854,461.251,331,293.603,348.459,248,153,997.481,362,365.07,2758.942,2379.118,3082.062,2370.532,2083.85,2076.47,1758.12,1930.358,1831.116,958,787,974,146,290.375,400.232,20,17,39,19,15,20.053,686,622.144,846.18,925,532,840
RIL182_01969,2644.219,2513.907,2014,1985.354,1713.849,2815,1822.738,1306.394,2551.808,316.749,199,221.397,383.541,248,206,571.519,507,440.93,1758.501,1309.882,1924.938,1823.468,2617.15,2059.53,968.88,1167.642,1272.884,607,521,657,121,227.625,298.768,23,8,12,12,4,19.947,795,818.856,1063.82,341,302,280
RIL182_01970,654,469,469,795,642,812,365,550,699,70,26,36,22,24,11,20,7,26,138,83,85,253,153,194,121,297,744,232,62,213,93,57,70,4,3,12,0,0,0,0,20,23,121,104,84
RIL182_01971,5299,4967,2817,8467,6324,4135,5021,4760,9159,1050,668,604,248,180,163,370,236,405,1942,1559,1911,3644,3788,2539,2546,4185.015,6238,2254,1003,2376,334,546,718,81,55,64,37,34,17,530,461,759,1209,976,1472
RIL182_01972,13582.91,14168.993,7040,7886,9417,7062,4093,4048,5705,508,396,433,580,469,196,1574,634,519,8264,6496,9477,8230,13914,9498,10334,12905.966,13336,4756,2839,5690,571,800,1195,126,190,104,54,128,120,3780,2840,4351,4627,3491,4487
RIL182_01973,12695.783,9710,6096,11900,11380,7637,10475,10388,14167.11,1050,932,952,821,733,869,1082,773,758,4405,3335,4209.027,8782,8016,9502,8263,19455,29099,10024,3217,9094,1199,1636,2591,216,250,255,68,170,102,2483,2128,2831,8991,6319,7968
RIL182_01974,20279.461,15769.459,10920,15071.486,16974.699,11292,8824,8685,13849,1876,1198,1250,872,676,588,2057,942,687,9701,8532,10838,17010,9703,12661.082,14712,29915.745,44885,14263,5978,13127,1737,2593,3336,302,384,335,167,102,96,2433,2472,2857,11580,8737,10285.607
RIL182_01975,7651.023,6236,4681,7725.077,8473,6813,2692,2665,4871,695,396,407,420,106,62,1069,432,409,4794,3642,4974,6113,3915,3806,5224,10139.208,15514.354,4277,2319,4228,480,610,1072,52,79,71,46,91,59,1702,1125,1833,2498,1757,2271
RIL182_01976,480.001,430.273,297,603.226,491.116,282.343,406,305,555,104,71,44,99,30,52,77,77,56,283,305,299,788,693,507,427.008,787.374,1252.788,325,171,388.879,45,84,97,7,28,6,8,0,0,151,107,161,144,128,166
RIL182_01977,14583.675,11301.008,7568,40539.143,23235,21327.369,18886,17892,26697,3030,2247,2064,2053,1538,1506,1795,1334,1272,6710,4526,4624.36,11462.001,17026,7401,7767.001,15961,20979,10418,4671,8342,1283,1670,1857,206,274,245,153,211,139,3422,2356,3970.295,6393,4707,5920
RIL182_01978,15119.263,17742.101,6645,11469.279,11090.728,10395,6852,7785,13964.372,1450,893,1182,1200,995,1029,2209,1253,936,14304,9678,9618.342,12695.23,13016,12268.338,20363.674,17423.713,12177,5941,2563,5736,651,1275,1656,258,314,228,156,145,146,3852,3376,4051,12017.731,10877,11719
RIL182_01979,858.01,814.59,438,529.168,618.236,384,512.832,337.86,725.148,120.326,65,91.776,168.978,55,104,432.552,78.663,193,787.62,896.661,1519.466,1463.939,1857.519,1705.948,854.112,691.801,1305,895,413,929,63,84,150,17,35,20,40.424,111.929,100,1862.167,1691.347,2729.126,1797.267,1961.868,2041.575
RIL182_01980,5404.198,3904.413,2140,3978.001,3616.036,3471,4318.168,4086.14,6911.48,615.674,480,518.224,580.022,297,304,1561.448,406.337,393,3241.38,2669.339,3699.192,4542.831,3730.481,3861.713,4125.629,6186.547,6638,4314,1887,3864,254,469,696,113,154,93,56.576,265.071,100,3804.833,3094.653,5226.874,8057.002,5919.132,6749.425
RIL182_01981,7158.937,5219.2,3178,4956,4752.967,4141.237,10016,8813.292,13132,730,669,713.401,871,519,515,1542,440,572,5131,4963,8116.086,8358,6919,7259,4729.639,8281.189,8217,4616,2573,4026,323,577,996,91,107,136,105,82,69,2452,2249,2559,5603,3814,4887.491
"fig|536231.75.peg.2091   Putative virion core protein (lumpy skin disease virus)   [Roseburia intestinalis L1-82 | 536231.75]
",108.036,75.842,37.431,96.531,80.483,90.048,90.005,35.708,77.858,9,1.107,7.076,5,0,0,13,0,15,96.592,52.5,30.507,60,70.878,67.882,62.127,89.09,204.467,152,90,103.317,0,5.083,15,4,0,0,1,0,0,82,9,0,47,46,26.509
RIL182_01982,3597,3301.14,1600.48,2124.023,2485,1955,2049.995,1620,2827.142,365,225.893,280.523,239,185,90,613,123,151,2656,2089,3227.796,3339,2400.122,2643.118,3341.51,4261.732,2968,1417,652,1269.149,101,224,431,71,97,69,23,58,47,697,965,934,2762,2416,2603
RIL182_01983,11543.701,8831,4989,9261.144,7949,6658,4258,4949,8328,854,499,799,429,451,352,563,554,483,2467,1829,2232,5963,3472,3760,6579,11285,12834,5096,1871,4443,587,674,1309,202,303,169,32,112,59,911,699,1041,5453,4091,4571
RIL182_01984,14426.925,11628,5975,11996,7252,6248,2102,2437,3983,893,642,924,266,242,310,684,319,108,4478,3117,3629,6490,4488,4375,6052.484,8429,7523,3029,1289,3170,471,730,1291,210,317,193,45,72,56,343,400,471,2364,1638,1944
RIL182_01985,4549.003,3693,2216,4580,3068,2096,797,857,1628,376,300,453,216,97,173,98,69,83,571,447,711.001,2340,2361,1783,1789,2825,3368,1136,324,1101,230,229,352,52,72,80,64,19,41,274,324,338,623,493,643
RIL182_01986,12433.099,7862,4798,12437,7570.857,5901,6851,6016,10173,865,596,862,531,360,391,590,497,358,2526,1655,2326,6398,3988.461,4095,3559,6294,7762,3264,1499,2923,498,656,1076,99,163,121,31,30,30,395,369,324,1745,1173,1528
RIL182_01987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,27,6,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
RIL182_01988,44,53,18,35,29,21,51,115,66,9,6,8,15,20,0,115,38,84,535,878,641,400,398,219,173,135,139,65,119,105,2,14,6,0,7,4,0,4,6,423,394,344,197,182,174
RIL182_01989,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,28.09,0,0,0
RIL182_01990,9,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,1,1,16,0,5,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,0
RIL182_01991,13316.06,15234.154,8642,27479.19,14989,16014,17530,18083,28792,2083,1273,1265,2149,982,1062,8409,2316,1931,28142,27337,27384,13970,12550,10393,14656.002,19286,12864,9411,5919,7276,1699,2908,1945,230,251,241,408,611,239,17299,13388,18834,37237,26795,32012
RIL182_01992,8187,7739,3613,30239,14493.11,12758,28901,23064,34066,3101,2158,2461,4164,2489,2220,5541,4092,4390,11073,12398.883,8283,18361,24691,8517,11943.005,18821,9252,7585,3440,5106,1777,4181,3081,87,84,82,552,691,389,21334,15832,22746,31424,24167,26762
RIL182_01993,3399.029,3270,1759,1067,888,911,1184,1027,1713,189,64,138,61,32,50,84,13,25,1429,1034,1316,924,769,718,600,928,1031,537,205,375,90,167,217,26,29,26,35,7,0,82,89,31,435,250,360
"fig|536231.75.peg.2104   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",26,60,14,16,46,4,0,0,0,0,0,0,0,0,0,0,0,0,147,29,80,12,11,7,52,39,9,27,0,20,1,0,2,0,0,0,0,0,0,0,0,0,6,4,0
RIL182_01994,11530.473,7637.388,5836.989,12741.08,11275.155,6170.176,6926.221,6433.549,9253.982,792.367,560.674,713.857,410.82,124.756,226.414,516.012,284.845,196.815,4146.302,2876.111,2688.37,7259.395,7477.583,4940.296,7346.94,14906.433,21154.709,9808.306,2314.35,8155.29,903.782,1259.106,1474.169,167.098,243.705,193.873,102.971,240.546,148.84,3457.659,2203.957,4135.763,14720.755,10745.18,12921.111
RIL182_01995,2057.697,1300.449,1056.489,1643.981,1487.576,749.081,1210.649,985.551,1279.003,117.361,67.008,109.382,57.997,21.507,59.978,226.264,47.289,46.732,505.644,423.658,398.324,816.789,927.038,979.548,1567.489,2636.43,3201.049,1350.82,395.244,1250.837,121.876,181.802,227.138,16.311,8.678,21.998,24.464,37,19,725.844,459.803,900.62,1736.299,1146.964,1666.861
RIL182_01996,2962.865,2687.938,2100.574,2605.791,2705.707,1445.949,1370.586,1105.041,1702.374,88.747,111.999,102.649,99.433,82.491,63,415.153,66.705,164.268,1580.475,1073.691,1279.506,1179.651,2498.159,1181.142,2686.622,3530.466,4874.706,2026.203,800.067,1895.984,273.135,264.749,359.952,21.595,29,13,27.745,67,26.555,1544.928,1039.979,1727.679,2808.479,2079.582,2255.562
RIL182_01997,4531.882,5641.068,2086.001,3336.095,3733.726,3287.016,720.796,900.72,1300.125,147.146,87.913,118.294,159.567,72,26,1243.368,204,48,1921.595,1421.856,1498.846,1437.198,2216.829,1534.488,5087.059,5047.415,2854.417,990.46,417.686,1164,137,250.301,261,45,13,44,56.255,31.884,55.116,1947.783,1626.34,2253.887,4722.564,4226.55,4920.715
RIL182_01998,36898.514,46218.499,21981,16394.23,24145.39,16311.158,2069.859,1602.671,2712.619,394.595,339.087,311.706,485,229,115,3790.821,346,464,12759.406,9825.9,13318.847,11454.099,20951.419,10869.188,22448.429,26804.964,14953.363,4344.499,2378,6697,1276,1753,1736,87,97,95,154,244.116,149.329,9142.518,7043.728,11684.762,14988.14,12027.277,14357.391
RIL182_01999,48689.535,42234.269,19740,73680.667,48394.072,37691.508,116886,98772,136756.937,5476,3915,5598,10901,7743,6026,22045,7162,10128,25097,20559.987,22722.423,66173,54563,32099,88115.673,105235.996,66636,69123,30626,47313.062,2770,5145,5866,926,1205,1108,2516,2659,2257,114782,100527,134352,233598,180204,198305.842
"fig|536231.75.peg.2111   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,18,2,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,11,8,0,6,4,0
RIL182_02000,15043.088,12911,5819,27297.088,15080.526,15269,13779,13180,18929,1527,1154,1431,2778,1872,1432,9893,2005,2691,7542,5536,5247,17599,20669,8952,36485.731,36521.253,17515,14777,6149,13540,808,1070,1284,191,273,256,405,820,448,47765,36978,57574,68784,52311,61371
RIL182_02001,134.291,411,19,112,171,246,3,27,57,15,4,11,10,39,0,167,16,38,412,368,377,97,49,49,1072,685,67,100,12,50,0,28,30,1,14,10,0,0,0,45,134,44,822,601,590
RIL182_02002,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,26,2,0,0,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
RIL182_02003,1,1,1,3,0,0,12,0,12,0,0,0,1,10,20,0,27,24.997,0,2,15,0,0,0,3,0,5,0,0,20,0,0,1,0,0,0,0,0,0,7,0,0,3,0,0
RIL182_02004,0,1,11,4,5,1,143,95,84,0,0,0,166,37,56,0,39,104.003,8,10.026,6,0,9,19,0,5,5,0,0,0,0,1,0,0,0,0,0,6,0,25,8,18,9,12,12
RIL182_02005,2325.697,1918,1600,1961,1088,1189,2309,3164,5103,422,185,210,87,78,79,528,214,140,1865,1447,1346,6933,2802,3026.001,1506,1907,1746,2028,1668,1242,132,150,213,26,34,30,9,22,0,411,325,673,1437,1192,1558
RIL182_02006,77,186,15,9,41,22,0,15,18,5,0,0,1,0,0,16,0,0,14,29,17,70,43,43,51,42,2,3,0,0,0,5,6,2,0,0,0,0,0,0,46,100,10,7,22
"fig|536231.75.peg.2119   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02007,11737.603,18098.606,10176,2075,5150.396,1870,181,216,504,88,54,48,47,61,36,2920,35,52,16416,11614.822,13891,3471,3261,2462,19361.008,12884.588,3297,663,1114,1552,194,282,438,36,21,8,38,61,23,1278,1647,1633,1410,1122,1405
RIL182_02008,46,85,32,158,97,75,8,38,83,10,6,0,0,0,0,21,0,0,418,324,331,47,67,66,284,193,62,35,44,16,2,4,5,5,0,0,0,0,0,15,6,39,101,76,75
RIL182_02009,23,46,6,75.146,52,76,44,60,105.999,4,1,3,0,0,0,50,5,0,24,61.22,56,57.441,29,36,80.727,105.947,18,7,16,0,0,0,0,0,0,0,18,8,0,102,43,131,106,109,129
RIL182_02010,142,119,68,482.854,277.816,296,138.506,389.696,494.001,23,18,8,30,32,12,96,33,34,233,222.78,138,228.559,153.294,135,393.273,604.914,338,225,92,201,5,19,8,4,10,3,0,10,0,271,115.653,90,730,695,776
RIL182_02011,42,44,12,88,75.184,60,49.494,60.819,31,7,0,1,4,4,8,1,0,11,52,21,30,7,35.706,11,83,83.139,22,0,22,7,3,4,1,2,0,3,0,0,0,17,60.347,13,118,148,149
RIL182_02012,58,52,8,87,68,57,72,70.486,63,4,0,6,17,0,0,14,0,24,40,31,32,61,28,23,70,104,39,0,0,1,11,8,7,3,5,0,0,0,0,3,43,28,137,102,96
RIL182_02013,32,49,11,102,42,77,22,43,69,5,2,6,22,0,0,33,17,0,50,39,23,9,3,7,60,86,1,8,0,12,0,1,4,0,0,0,16,0,0,70,41,23,134,111,88
RIL182_02014,51,51,3,178,94,89,119,88,172,6,7,2,10,30,0,32,0,8,42,33,28,41,31,26,117,234,126,55,0,48,4,4,11,5,4,0,0,0,0,46,63,13,339,200,211
RIL182_02015,15,49,3,122,94,87,110,34,164,7,5,15,16,0,0,8,49,30,99,68,62,98,0,30,98,213,87,54,28,38,1,6,10,4,1,1,0,0,0,20,47,11,240,168,136
RIL182_02016,263,368,232,834,491,839,258,212,408,27,16,57,58,48,17,397,23,90,645,572,517,419,404,307,1203,1543,902,359,220,370,19,30,23,0,6,11,29,11,0,549,449,659,874,683,871
RIL182_02017,236,359,116,546,475,572,277,255,537,32,28,27,40,45,12,339,72,39,1468,974,897,563,455,389,1067,1388,810,195,167,238,31,33,48,2,0,5,0,0,0,134,94,135,423,285,479
RIL182_02018,10.231,3,0,14,0,13,16,0,12,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02019,30.769,38,23,19,22,16,61,58,62,0,4,5,0,7,25,5,11,0,45,56.184,42,145,136,62,25,20,57,69,12,15,1,0,13,0,0,0,0,0,0,50,18,43,84,60,64
RIL182_02020,14128.235,15726.324,3516,2454,4519,4076,378,293,529,67,49,48,359,144,81,2003,221,185,5249,3723,4747,2609,6194,3610,13039.006,10281.389,1436,386,386,980,85,268,405,26,18,26,45,54,24,1270,1155,1413,1208,1150,1149
RIL182_02021,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02022,65,67,47,55,43,27,159,189,127,7,3,7,11,37,3,20,101,0,310,248,184,400,249.037,180,62,100,86,7,29,38,6,7,16,0,1,0,0,0,0,106,62,6,132,120,88
RIL182_02024,121,117,12,128,132,147,21,37,96,28,10,5,25,0,0,39,0,6,282,209,240,88,127,133,165,216,58,45,44,56,11,8,3,1,0,3,0,0,11,58,41,44,136,129,144
"fig|536231.75.peg.2138   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,2,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6
RIL182_02025,396.27,366.223,262.789,917,421,727.006,481,479,645.832,51,33,91.24,95,44,27,99.045,39.134,0,85,111.001,45,227.563,304,130.344,273.001,547,485,308,79,120,27,31,46,6.212,3,16,6,0,0,272,199,314.441,1012.718,612,751.184
RIL182_02026,383.73,411.777,147.211,553,337,383.994,429,428,586.168,41,35,37.76,36,37,34,119.955,47.866,30,162,110.999,107,318.437,75,171.656,313.999,445,328,199,154,120,17,27,41,9.788,12,13,0,0,11,111,62,190.559,479.282,473,376.816
RIL182_02027,25,32,0,109,42,37,70,53,66,12,2,2,12,0,0,9,0,0,17,12,16,63,11,7,58,97,36,9,0,10,0,2,6,1,4,0,0,0,0,17,30,29,125,105,108
RIL182_02028,917.01,1218,467,912,1097,1767,184,113,341,35,18,23,108,62,66,646,55,77,705,562,723,538,1091,607,1363,1490.001,680,297,107,523,43,52,38,13,3,0,17,31,5,692,614,1172,830,743,882
RIL182_02029,221,392,95,168,307,356,24,0,34,3,5,2,8,0,0,43,0,0,142,84,121,54,88,84,383,547,109,5,0,23,7,15,8,0,0,3,0,0,0,13,10,52,153,117,95
RIL182_02030,437,406,156,813,493,516,901,747,1198,172,132,126,309,139,261,208,168,106,1395,991,1268,1637,1472,1130,880,1607,950,252,153,320,22,49,51,13,31,18,43,12,20,642,806,704,1083,778,1046
RIL182_02031,0,6,4,0,0,0,11,0,16,0,0,0,0,0,0,0,12,0,5,10,14,39,45,13,2,13,17,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,3
RIL182_02032,102,79,19,22,19,26,168,236,181,8,0,6,5,7,0,18,216,0,485,449,274,916,739,576.115,100,157,161,90,89,43,7,10,15,0,7,0,0,0,0,11,39,17,103,98,94
RIL182_02033,9,16,15,3,2,9,6,15,28,0,0,4,0,0,0,0,10,0,34,9,19,77,6,51,11,8,22,2,0,3,0,2,3,0,0,0,0,6,0,0,20,18,45,25,11
RIL182_02034,21,37,0,35,34,35,0,36,45,7,0,0,0,12,16,28,6,0,69,46,61,49,26,4,33,27,6,15,0,0,6,4,6,0,0,0,0,4,0,17,38,32,91,85,52
RIL182_02035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RIL182_02036,0,1,6,0,0,0,7,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02037,70,49,37,45,33,54,106,160,151,14,6,2,0,0,11,25,28,0,129,124,103,210,379,105,61,116,46,47,0,58,0,4,14,4,5,0,0,0,0,51,42,10,93,70,70
RIL182_02038,18,27,0,6,6,9,20,31,47,0,0,3,1,9,0,2,0,0,150,124,117,112,66,72,32,33,55,20,8,0,0,2,1,0,0,0,0,0,0,46,7,0,49,27,49
RIL182_02039,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,6,5,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0
RIL182_02040,36,62,0,20,22,27,36,96,132,7,0,10,5,0,0,15,34,0,149,152.013,124,203,98,132,49,71,50,30,1,22,2,6,3,0,0,0,0,0,0,0,21,24,82,80,86
RIL182_02041,78,63,19,26,23,15,56,141,75,1,8,3,9,0,0,28,3,33,377,281,204,160,160,160,108,142,142,54,0,51,0,2,18,4,0,0,0,0,0,82,68,202,157,132,112
RIL182_02042,8,6,2,1,5,2,8,0,26,0,0,1,0,0,0,14,0,0,34,54,45,59.228,15,28.693,36,22,7,23,0,0,1,1,2,0,0,0,0,0,0,0,9,0,14,8,12
RIL182_02043,109,88,100,46,51,25,70,76,59,5,9,1,1,8,19,76,43,24,206,183,163.198,166.772,241,143.307,98,139,159,100,144,40,4,6,14,0,0,0,7,10,0,107,75,192,65,31,33
RIL182_02044,4747.414,3170.022,2068.09,8111.197,5208,3837,10151,10129,15913,1109,821,790,777.002,490,488,1922,547,541,4084.371,3212,3258,8580,3500,4407.79,3256,6384.03,6545,3655.041,2672,2815,514,844,1020,62,76,63,60,53,9,731,841,907,2093,1443,1883.541
RIL182_02045,1,2,0,0,0,0,0,11,14.377,0,0,0,0,0,0,0,0,0,12,6,4,33,1,22,3,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RIL182_02046,12,18,6,5,3,5,78,126,113.623,2,1,0,5,4,0,3,16,17,109,111,72,341,274,255,20,40,54,25,24,22,0,1,3,0,0,0,0,0,7,21,10,22,39,0,13
RIL182_02047,4,10,0,1,0,2,19,19,19,0,0,2,12,18,10,7,10,0,67,55,34,124,46,48,6,19,28,17,0,6,0,0,3,0,0,0,0,0,0,0,14,0,14,25,4
"fig|536231.75.peg.2162   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,3,121,47,94,9,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02048,37,48,22,13,7,4,305,189.654,381,4,3,2,43,39,70,14,45,31,252,240.334,134,1568,904.909,879.86,62,91,128.458,138,188,113,0,17,12,8,0,0,0,0,0,7,13,0,37,26,55
RIL182_02049,1,2,0,1,1,2,0,21,12,0,1,0,0,0,17,0,0,0,31,21,6,149,44,50.14,3,16,5,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,11
"fig|536231.75.peg.2165   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,33,14,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0
RIL182_02050,41.289,31.575,57,13.438,37.874,13.739,93.826,139.791,102.175,3.5,12.924,6,5,15,14,13,31.457,0,199.926,183.819,280.686,507.53,167.44,279.098,377.621,228.245,294.49,354,198,234,2,10,9.43,6,3,4,25,0,10,0,103,60,202.04,101.824,173.465
"fig|536231.75.peg.2167   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",25.874,8.572,9,1.074,7,2,49.713,38,44.732,6,3,0,4,0,0,0,0,0,44.373,55.85,56.979,142.301,94.807,88.987,81.977,85.836,37.998,83.993,82.013,26,0,5,0,0,0,1,0,0,0,27,20.957,20,61.988,6,19
RIL182_02051,1326,963,833,968,777,660,2982,2164,3543,153,218,204,169,121,120,698,66.023,102,6089,4907,5831.95,11374,5864.002,5896,6610,7649,5874,9787,8434,8061,88,158,197,48,38,38,38,64,39,818,1097,999,3373,2079,2937
RIL182_02052,1186.022,1056,571,932,809,330,1095,726,1082,104,102,169,139,51,40,910,78,156,3036,2391,2312,3988,3612,2255,6202,4905.007,3814,3943,2290,4609,64,85,143,49,38,42,79,207,56,2853,2428,3510,6676,5278,5706
RIL182_02053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02054,88.246,60.181,45.678,43.243,36.224,57.189,210,164,209.02,8,9,3,62,108,57,38,24,72,254.247,225,226.62,206,125,146.408,76,126.57,111.225,26,79,32,1,2,9,0,0,0,0,0,0,96,102,88,92,54,56
RIL182_02055,7,2,0,2,3,0,49,28,37.389,1,2,0,34,8,0,8,19,29,33,21,26,36,15,27.592,4,5,1,17,0,16,1,0,4,0,0,0,0,0,0,0,17,6,23,0,15
RIL182_02056,0,0,0,0,0,0,0,0,3.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_02057,28142.949,39044.118,14991,5611,15538.274,5487,251,245,784.584,114,64,46,67,86,58,285,73,37,20470,13065,15815,11193,14727,11192.43,31216.016,23271.958,5496,842,1069,3005,407,1107,1121,34,10,7,0,0,9,315,337,415,551.988,468,542
RIL182_02058,9,9,0,0,5,15,22,0,5,3,0,0,0,0,0,10,0,0,21,19,15,0,17,3,4,10,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8.012,2,19
RIL182_02059,46.907,108.915,121,27,49,26,41,58.485,81,2,5,5,8,0,10,30,13,0,96,155,147,108,156,57,74,90,48,48,14,53,1,6,16,0,0,0,0,8,0,91,66,0,43,34,34
RIL182_02060,68.093,72.085,47,21,27,28,29,41.515,29,0,4,1,25,23,0,20,14,0,236,229,134,110,49,54,44,73,28,2,0,0,0,5,3,0,0,0,0,0,0,53,86,92,67,54,66
RIL182_02061,9,14,30,21,6,2,7,0,6,0,0,0,4,0,0,10,0,0,53,75,63,51,55,6,29,33,9,0,12,48,0,3,1,1,0,0,0,0,0,0,16,0,28,30,40
RIL182_02062,18,17,0,5,5,6,14,31,15,1,2,0,3,0,0,4,21,0,74,80,54,34,66,31,28,29,60,7,0,0,0,0,0,0,2,0,16,0,0,21,22,12,119,55,45
